ulCounter,timestamp,fcnt,deui,gw,ftime,ft2d,etime,snr,rssi,ant,lsnr,rssic,rssis,lat,lon
26,1498556230703,26,'333234315D358019','0000000008060739',,,,-7.5,-121,,,,,,
26,1498556230766,26,'333234315D358019','7076fffffe017776',,-802,Fsi/r7o7btE03ZTosoWzzg==,-15,-121,0,-15,-106,-121,0,0
26,1498556231214,26,'333234315D358019','0000000008060613',,,,-11.5,-122,,,,,,
60,1498556232289,60,'3238353550348101','0000000008060504',,,,-4.8,-113,,,,,,
60,1498556232382,60,'3238353550348101','00000000080e0022',,,,-7,-120,,,,,,
60,1498556232408,60,'3238353550348101','7076fffffe01784d',,313,kqLrcCMEMd4Tv15d3vl/gw==,-13,-115,0,-13,-102,-115,0,0
27,1498556233633,27,'333234315D358019','0000000008060504',,,,-0.2,-114,,,,,,
27,1498556233723,27,'333234315D358019','00000000080e0022',,,,-6.5,-122,,,,,,
27,1498556233767,27,'333234315D358019','7076fffffe01784d',,15,7wshzFuskIIsVIB7LdZCmA==,-14,-118,0,-14,-104,-118,0,0
27,1498556234055,27,'333234315D358019','00000000080e00e5',,,,-6.2,-120,,,,,,
61,1498556235561,61,'3238353550348101','0000000008060504',,,,-5.5,-114,,,,,,
61,1498556235663,61,'3238353550348101','00000000080e0022',,,,-6.5,-114,,,,,,
61,1498556235801,61,'3238353550348101','7076fffffe017776',,-2353,Ox1utezGboEroeYRBAYlXA==,-14,-120,0,-14,-106,-120,0,0
28,1498556236792,28,'333234315D358019','0000000008060504',,,,-10,-118,,,,,,
28,1498556236868,28,'333234315D358019','7076fffffe01784d',,-253,6aFyY7pqoABa+4itXJ1qaw==,-13,-115,0,-13,-102,-116,0,0
28,1498556237352,28,'333234315D358019','0000000008060613',,,,-10.5,-120,,,,,,
29,1498556239981,29,'333234315D358019','0000000008060504',,,,-8,-116,,,,,,
29,1498556240083,29,'333234315D358019','0000000008060739',,,,-6,-118,,,,,,
29,1498556240091,29,'333234315D358019','00000000080e0022',,,,-7,-125,,,,,,
29,1498556240255,29,'333234315D358019','00000000080e00e5',,,,-6.5,-120,,,,,,
62,1498556240426,62,'3238353550348101','0000000008060504',,,,-3.8,-111,,,,,,
62,1498556240587,62,'3238353550348101','7076fffffe017776',,,,-11,-120,0,-11,-109,,0,0
62,1498556240863,62,'3238353550348101','00000000080e0022',,,,-7,-120,,,,,,
30,1498556243160,30,'333234315D358019','0000000008060504',,,,-8.8,-118,,,,,,
30,1498556243252,30,'333234315D358019','7076fffffe017776',,-1432,6K8crhRI31295tenTaAx0g==,-14,-119,0,-14,-105,-120,0,0
30,1498556243276,30,'333234315D358019','7076fffffe01784d',,-823,oxHJ2uc4frwSvmDcGN8mVg==,-14,-116,0,-14,-102,-116,0,0
30,1498556243719,30,'333234315D358019','0000000008060613',,,,-10.8,-124,,,,,,
30,1498556243943,30,'333234315D358019','0000000008060739',,,,-4.5,-119,,,,,,
63,1498556244432,63,'3238353550348101','000000000806042f',,,,-8.8,-124,,,,,,
63,1498556244435,63,'3238353550348101','0000000008060504',,,,-10.2,-118,,,,,,
63,1498556244542,63,'3238353550348101','00000000080e0022',,,,-6.8,-126,,,,,,
63,1498556244575,63,'3238353550348101','7076fffffe017776',,1208,H6r3tl5MRixUlcc0c3ww5Q==,-11,-119,0,-11,-108,-120,0,0
63,1498556244697,63,'3238353550348101','00000000080e00e5',,,,-4,-119,,,,,,
63,1498556245037,63,'3238353550348101','0000000008060613',,,,-10,-128,,,,,,
63,1498556245163,63,'3238353550348101','000000000806070e',,,,-14.5,-122,,,,,,
63,1498556245179,63,'3238353550348101','0000000008060739',,,,-3,-115,,,,,,
31,1498556246263,31,'333234315D358019','0000000008060504',,,,-8.5,-122,,,,,,
31,1498556246424,31,'333234315D358019','00000000080e0022',,,,-10.5,-125,,,,,,
31,1498556246555,31,'333234315D358019','00000000080e00e5',,,,-3.5,-119,,,,,,
31,1498556247061,31,'333234315D358019','0000000008060739',,,,3.2,-114,,,,,,
64,1498556249223,64,'3238353550348101','00000000080e0022',,,,-5.8,-121,,,,,,
32,1498556249320,32,'333234315D358019','0000000008060504',,,,-11.8,-120,,,,,,
32,1498556249408,32,'333234315D358019','7076fffffe01784d',,28,a8zYmZKnQHdRP52gVRWBiA==,-11,-112,0,-11,-101,-113,0,0
64,1498556249437,64,'3238353550348101','00000000080e00e5',,,,-8.8,-122,,,,,,
64,1498556249768,64,'3238353550348101','000000000806070e',,,,-12,-124,,,,,,
64,1498556249835,64,'3238353550348101','0000000008060739',,,,-0.5,-115,,,,,,
32,1498556249862,32,'333234315D358019','0000000008060613',,,,-11.2,-120,,,,,,
33,1498556252406,33,'333234315D358019','0000000008060504',,,,-9.2,-115,,,,,,
65,1498556253225,65,'3238353550348101','00000000080e0022',,,,-9.5,-124,,,,,,
65,1498556253398,65,'3238353550348101','00000000080e00e5',,,,-11.2,-126,,,,,,
65,1498556253668,65,'3238353550348101','0000000008060613',,,,-12.8,-127,,,,,,
65,1498556253908,65,'3238353550348101','0000000008060739',,,,1.5,-113,,,,,,
34,1498556255520,34,'333234315D358019','0000000008060504',,,,-5.5,-114,,,,,,
34,1498556255635,34,'333234315D358019','7076fffffe01784d',,288,BZV7XtjjukFal3jjhDp4MQ==,-7,-110,0,-7,-103,-110,0,0
34,1498556256197,34,'333234315D358019','0000000008060739',,,,-1,-116,,,,,,
66,1498556256272,66,'3238353550348101','7076fffffe01787f',,,,-13,-124,0,-13,-111,,0,0
66,1498556256326,66,'3238353550348101','00000000080e0022',,,,-5.5,-123,,,,,,
66,1498556256420,66,'3238353550348101','00000000080e00e5',,,,-7,-120,,,,,,
66,1498556256694,66,'3238353550348101','00000000080e00a3',,,,-12.5,-126,,,,,,
66,1498556256756,66,'3238353550348101','0000000008060613',,,,-13.5,-127,,,,,,
66,1498556256771,66,'3238353550348101','0000000008060739',,,,0.2,-114,,,,,,
66,1498556256894,66,'3238353550348101','000000000806070e',,,,-10.5,-123,,,,,,
35,1498556258586,35,'333234315D358019','0000000008060504',,,,-1.8,-117,,,,,,
35,1498556258668,35,'333234315D358019','7076fffffe01784d',,110,iSwub9Dq+1Xt8FM4QwnZMg==,-15,-119,0,-15,-104,-119,0,0
35,1498556258683,35,'333234315D358019','00000000080e0022',,,,-10.2,-127,,,,,,
35,1498556258960,35,'333234315D358019','00000000080e00e5',,,,-6.8,-118,,,,,,
35,1498556259194,35,'333234315D358019','0000000008060613',,,,-9,-124,,,,,,
35,1498556259325,35,'333234315D358019','0000000008060739',,,,-3,-115,,,,,,
67,1498556260815,67,'3238353550348101','000000000806042f',,,,-7.8,-122,,,,,,
67,1498556260906,67,'3238353550348101','00000000080e0022',,,,-6.2,-125,,,,,,
67,1498556261005,67,'3238353550348101','7076fffffe017776',,1533,xRPIjo1rRga2q/uKokmrwQ==,-11,-119,0,-11,-108,-119,0,0
67,1498556261056,67,'3238353550348101','00000000080e00e5',,,,-4.5,-117,,,,,,
67,1498556261660,67,'3238353550348101','0000000008060739',,,,-4.2,-119,,,,,,
36,1498556261752,36,'333234315D358019','0000000008060504',,,,-3.5,-117,,,,,,
36,1498556261843,36,'333234315D358019','00000000080e0022',,,,-11,-128,,,,,,
36,1498556261867,36,'333234315D358019','7076fffffe01784d',,,,-14,-119,0,-14,-105,,0,0
36,1498556261966,36,'333234315D358019','7076fffffe01787f',,-2281,0S8OGeXtHNUKG3Gtyr9L+w==,-15,-123,0,-15,-108,-123,0,0
36,1498556261983,36,'333234315D358019','00000000080e00e5',,,,-4,-118,,,,,,
36,1498556262346,36,'333234315D358019','0000000008060739',,,,3.2,-115,,,,,,
68,1498556263832,68,'3238353550348101','000000000806042f',,,,-13,-124,,,,,,
68,1498556263840,68,'3238353550348101','0000000008060504',,,,-12.2,-121,,,,,,
68,1498556263927,68,'3238353550348101','00000000080e0022',,,,-6,-123,,,,,,
68,1498556264073,68,'3238353550348101','00000000080e00e5',,,,-6,-118,,,,,,
68,1498556264533,68,'3238353550348101','000000000806070e',,,,-11.8,-125,,,,,,
68,1498556264641,68,'3238353550348101','0000000008060739',,,,3,-113,,,,,,
37,1498556264940,37,'333234315D358019','0000000008060504',,,,-6.5,-114,,,,,,
37,1498556265055,37,'333234315D358019','7076fffffe01784d',,-292,GRV3fR7PlFZxJYUNf3UNqA==,-14,-111,0,-14,-97,-112,0,0
69,1498556267821,69,'3238353550348101','0000000008060504',,,,-2.2,-112,,,,,,
69,1498556267926,69,'3238353550348101','7076fffffe01784d',,1345,RjAEQMahW3MvtRzQw8P++g==,-13,-115,0,-13,-102,-116,0,0
38,1498556268088,38,'333234315D358019','0000000008060504',,,,-4.8,-113,,,,,,
38,1498556268166,38,'333234315D358019','7076fffffe017776',,277,588xee3ebcIAc9Est9lxcQ==,-14,-120,0,-14,-106,-121,0,0
38,1498556268227,38,'333234315D358019','7076fffffe01784d',,350,uaO1v4HhL5HXmrKgD076Yw==,-8,-111,0,-8,-103,-112,0,0
39,1498556271126,39,'333234315D358019','0000000008060504',,,,-6.2,-117,,,,,,
39,1498556271128,39,'333234315D358019','000000000806042f',,,,-12.5,-124,,,,,,
39,1498556271396,39,'333234315D358019','00000000080e00e5',,,,-6,-115,,,,,,
39,1498556271968,39,'333234315D358019','0000000008060739',,,,1,-111,,,,,,
39,1498556272360,39,'333234315D358019','00000000080e0022',,,,-12.2,-129,,,,,,
70,1498556272573,70,'3238353550348101','0000000008060504',,,,-3.5,-112,,,,,,
70,1498556272618,70,'3238353550348101','00000000080e0022',,,,-7.8,-122,,,,,,
70,1498556272648,70,'3238353550348101','7076fffffe017776',,,,-12,-121,0,-12,-109,,0,0
40,1498556274206,40,'333234315D358019','0000000008060504',,,,-7.5,-116,,,,,,
40,1498556274336,40,'333234315D358019','7076fffffe01784d',,-131,HAI+jULlenUUCNGBPOmtvQ==,-13,-115,0,-13,-102,-116,0,0
40,1498556274802,40,'333234315D358019','0000000008060613',,,,-11,-122,,,,,,
40,1498556274907,40,'333234315D358019','0000000008060739',,,,-1,-114,,,,,,
71,1498556275583,71,'3238353550348101','0000000008060504',,,,-8.8,-117,,,,,,
71,1498556275583,71,'3238353550348101','000000000806042f',,,,-9.8,-124,,,,,,
71,1498556275682,71,'3238353550348101','00000000080e0022',,,,-5.5,-123,,,,,,
71,1498556275731,71,'3238353550348101','7076fffffe017776',,,,-8,-119,0,-8,-111,,0,0
71,1498556275876,71,'3238353550348101','00000000080e00e5',,,,-6.2,-118,,,,,,
71,1498556276140,71,'3238353550348101','0000000008060613',,,,-10.5,-128,,,,,,
71,1498556276207,71,'3238353550348101','000000000806070e',,,,-14,-122,,,,,,
71,1498556276257,71,'3238353550348101','0000000008060739',,,,-0.2,-117,,,,,,
41,1498556277215,41,'333234315D358019','0000000008060504',,,,-10.2,-119,,,,,,
41,1498556277319,41,'333234315D358019','00000000080e0022',,,,-8.8,-127,,,,,,
41,1498556277415,41,'333234315D358019','7076fffffe017776',,575,x0rGIRma4l6rf5g/VdRG1Q==,-13,-121,0,-13,-108,-121,0,0
41,1498556277517,41,'333234315D358019','00000000080e00e5',,,,-3.5,-119,,,,,,
41,1498556278216,41,'333234315D358019','0000000008060739',,,,-5.5,-120,,,,,,
72,1498556278764,72,'3238353550348101','0000000008060504',,,,-9.2,-122,,,,,,
72,1498556279057,72,'3238353550348101','00000000080e0022',,,,-6.5,-124,,,,,,
72,1498556279057,72,'3238353550348101','00000000080e00e5',,,,-9,-123,,,,,,
72,1498556279538,72,'3238353550348101','000000000806070e',,,,-11,-125,,,,,,
72,1498556279729,72,'3238353550348101','0000000008060739',,,,3.2,-113,,,,,,
42,1498556280252,42,'333234315D358019','0000000008060504',,,,-6.5,-114,,,,,,
42,1498556280390,42,'333234315D358019','7076fffffe01784d',,627,2rx+6NvAldlQSBDNJeZ9hg==,-9,-112,0,-9,-103,-113,0,0
42,1498556280424,42,'333234315D358019','7076fffffe017776',,2593,IjFcbl/JLEIlizm7477QVg==,-14,-120,0,-14,-106,-120,0,0
42,1498556280992,42,'333234315D358019','0000000008060739',,,,-8.5,-123,,,,,,
73,1498556282061,73,'3238353550348101','0000000008060504',,,,-10.2,-122,,,,,,
73,1498556282068,73,'3238353550348101','000000000806042f',,,,-12.8,-125,,,,,,
73,1498556282160,73,'3238353550348101','00000000080e0022',,,,-6.2,-121,,,,,,
73,1498556282495,73,'3238353550348101','00000000080e00e5',,,,-8.5,-122,,,,,,
73,1498556282745,73,'3238353550348101','0000000008060613',,,,-12.5,-126,,,,,,
73,1498556282911,73,'3238353550348101','0000000008060739',,,,1.5,-115,,,,,,
73,1498556282978,73,'3238353550348101','000000000806070e',,,,-10.5,-124,,,,,,
43,1498556283261,43,'333234315D358019','000000000806042f',,,,-10.5,-123,,,,,,
43,1498556283265,43,'333234315D358019','0000000008060504',,,,-7.8,-118,,,,,,
43,1498556283720,43,'333234315D358019','00000000080e00e5',,,,-1.8,-118,,,,,,
43,1498556284140,43,'333234315D358019','0000000008060739',,,,4.8,-112,,,,,,
44,1498556286330,44,'333234315D358019','0000000008060504',,,,-12.8,-122,,,,,,
44,1498556286458,44,'333234315D358019','7076fffffe01784d',,-155,5hX0WOMOiUoInDvx6jYx7A==,-13,-115,0,-13,-102,-116,0,0
74,1498556286953,74,'3238353550348101','000000000806042f',,,,-10,-123,,,,,,
74,1498556286957,74,'3238353550348101','0000000008060504',,,,-11.5,-120,,,,,,
74,1498556287059,74,'3238353550348101','00000000080e0022',,,,-9.5,-126,,,,,,
74,1498556287118,74,'3238353550348101','7076fffffe01787f',,-840,eIXKrSBVaD4f+Ts05HhwBA==,-14,-122,0,-14,-108,-122,0,0
74,1498556287123,74,'3238353550348101','7076fffffe017776',,1699,SgkF+F9bLd+OeS2sb4F0VA==,-11,-118,0,-11,-107,-119,0,0
74,1498556287237,74,'3238353550348101','00000000080e00e5',,,,-7,-117,,,,,,
74,1498556287574,74,'3238353550348101','0000000008060739',,,,1,-115,,,,,,
45,1498556289503,45,'333234315D358019','0000000008060504',,,,-4,-112,,,,,,
75,1498556291572,75,'3238353550348101','0000000008060504',,,,-5.8,-114,,,,,,
46,1498556293163,46,'333234315D358019','0000000008060739',,,,-4.2,-116,,,,,,
46,1498556293229,46,'333234315D358019','0000000008060613',,,,-9.8,-121,,,,,,
76,1498556295376,76,'3238353550348101','0000000008060504',,,,-4.5,-112,,,,,,
76,1498556295458,76,'3238353550348101','00000000080e0022',,,,-8.5,-123,,,,,,
47,1498556295598,47,'333234315D358019','0000000008060504',,,,-1.8,-115,,,,,,
47,1498556295700,47,'333234315D358019','00000000080e0022',,,,-9.5,-124,,,,,,
47,1498556296020,47,'333234315D358019','00000000080e00e5',,,,-3,-113,,,,,,
47,1498556296194,47,'333234315D358019','0000000008060613',,,,-8.5,-122,,,,,,
48,1498556298613,48,'333234315D358019','000000000806042f',,,,-13.5,-122,,,,,,
77,1498556298670,77,'3238353550348101','0000000008060504',,,,-10.8,-119,,,,,,
77,1498556298719,77,'3238353550348101','000000000806042f',,,,-10.8,-124,,,,,,
48,1498556298776,48,'333234315D358019','7076fffffe01784d',,-97,DgvJ9uP4jKR3xNodSGOSsA==,-10,-112,0,-10,-102,-114,0,0
77,1498556298794,77,'3238353550348101','7076fffffe017776',,501,FvMy08FbGivYLJ68OxXMNA==,-12,-120,0,-12,-108,-121,0,0
77,1498556298812,77,'3238353550348101','7076fffffe01787f',,-763,flaYKlMh6jTF5RKnK5mTuQ==,-14,-123,0,-14,-109,-123,0,0
77,1498556298979,77,'3238353550348101','00000000080e00e5',,,,-4.8,-119,,,,,,
48,1498556299158,48,'333234315D358019','0000000008060613',,,,-9.8,-121,,,,,,
77,1498556299269,77,'3238353550348101','00000000080e0022',,,,-6,-121,,,,,,
77,1498556299339,77,'3238353550348101','000000000806070e',,,,-13.2,-122,,,,,,
48,1498556299390,48,'333234315D358019','0000000008060739',,,,-1.5,-116,,,,,,
77,1498556299431,77,'3238353550348101','0000000008060739',,,,-2.2,-115,,,,,,
49,1498556301780,49,'333234315D358019','0000000008060504',,,,-9.8,-117,,,,,,
49,1498556301895,49,'333234315D358019','0000000008060739',,,,-7.5,-121,,,,,,
49,1498556302058,49,'333234315D358019','00000000080e00e5',,,,-7.5,-122,,,,,,
49,1498556302405,49,'333234315D358019','00000000080e0022',,,,-6,-123,,,,,,
78,1498556302574,78,'3238353550348101','0000000008060504',,,,-8.8,-121,,,,,,
78,1498556302576,78,'3238353550348101','000000000806042f',,,,-9.2,-123,,,,,,
78,1498556302671,78,'3238353550348101','0000000008060739',,,,1.2,-115,,,,,,
78,1498556302800,78,'3238353550348101','00000000080e00e5',,,,-7.2,-122,,,,,,
78,1498556303155,78,'3238353550348101','00000000080e00a3',,,,-12.2,-125,,,,,,
78,1498556303207,78,'3238353550348101','0000000008060613',,,,-10.2,-125,,,,,,
78,1498556303282,78,'3238353550348101','000000000806070e',,,,-10.2,-124,,,,,,
78,1498556303314,78,'3238353550348101','00000000080e0022',,,,-6,-120,,,,,,
50,1498556305050,50,'333234315D358019','0000000008060739',,,,-3.5,-114,,,,,,
50,1498556305515,50,'333234315D358019','0000000008060613',,,,-11,-125,,,,,,
50,1498556305572,50,'333234315D358019','00000000080e0022',,,,-11.5,-128,,,,,,
79,1498556306744,79,'3238353550348101','000000000806042f',,,,-8.2,-123,,,,,,
79,1498556306744,79,'3238353550348101','0000000008060504',,,,-8.8,-117,,,,,,
79,1498556306829,79,'3238353550348101','0000000008060739',,,,-2.2,-117,,,,,,
79,1498556306949,79,'3238353550348101','7076fffffe017776',,1329,y2sFv4lA2MnuA69qR5hCyA==,-11,-119,0,-11,-108,-120,0,0
79,1498556306976,79,'3238353550348101','00000000080e00e5',,,,-3,-118,,,,,,
79,1498556307295,79,'3238353550348101','00000000080e0022',,,,-5.2,-125,,,,,,
79,1498556307438,79,'3238353550348101','000000000806070e',,,,-12.5,-123,,,,,,
51,1498556307927,51,'333234315D358019','0000000008060504',,,,0.2,-113,,,,,,
51,1498556308027,51,'333234315D358019','7076fffffe01784d',,-570,Td6mhJYnUSSxQOOYp1ZanA==,-13,-117,0,-13,-104,-118,0,0
51,1498556308117,51,'333234315D358019','00000000080e00e5',,,,-4.8,-119,,,,,,
51,1498556308467,51,'333234315D358019','0000000008060613',,,,-9,-123,,,,,,
51,1498556308589,51,'333234315D358019','00000000080e0022',,,,-7.8,-123,,,,,,
52,1498556311041,52,'333234315D358019','0000000008060504',,,,-6.2,-115,,,,,,
52,1498556311147,52,'333234315D358019','7076fffffe01784d',,-88,aQxZoM9At63954P4yve5yA==,-10,-112,0,-10,-102,-113,0,0
52,1498556311191,52,'333234315D358019','0000000008060739',,,,-4.5,-112,,,,,,
80,1498556311527,80,'3238353550348101','0000000008060504',,,,-4.2,-110,,,,,,
80,1498556311593,80,'3238353550348101','7076fffffe017776',,,,-13,-120,0,-13,-107,,0,0
52,1498556311604,52,'333234315D358019','0000000008060613',,,,-11.5,-122,,,,,,
80,1498556312131,80,'3238353550348101','00000000080e0022',,,,-7,-122,,,,,,
53,1498556314065,53,'333234315D358019','0000000008060504',,,,-4,-110,,,,,,
81,1498556315335,81,'3238353550348101','0000000008060504',,,,-8.5,-122,,,,,,
81,1498556315470,81,'3238353550348101','7076fffffe017776',,,,-12,-122,0,-12,-110,,0,0
81,1498556315474,81,'3238353550348101','7076fffffe01784d',,563,KBvdGR7/JtG6hNC34ha7vA==,-15,-120,0,-15,-105,-121,0,0
81,1498556315492,81,'3238353550348101','0000000008060739',,,,-2.2,-119,,,,,,
81,1498556315943,81,'3238353550348101','0000000008060613',,,,-12.8,-128,,,,,,
81,1498556315947,81,'3238353550348101','00000000080e00a3',,,,-12.2,-127,,,,,,
81,1498556316001,81,'3238353550348101','00000000080e0022',,,,-8.2,-122,,,,,,
81,1498556316073,81,'3238353550348101','000000000806070e',,,,-10,-122,,,,,,
54,1498556317321,54,'333234315D358019','0000000008060739',,,,-4.2,-114,,,,,,
54,1498556317534,54,'333234315D358019','00000000080e00e5',,,,-7.8,-121,,,,,,
82,1498556319964,82,'3238353550348101','0000000008060504',,,,-10.2,-123,,,,,,
82,1498556319967,82,'3238353550348101','000000000806042f',,,,-9.5,-122,,,,,,
82,1498556320070,82,'3238353550348101','0000000008060739',,,,-5.2,-123,,,,,,
82,1498556320220,82,'3238353550348101','00000000080e00e5',,,,-5.8,-121,,,,,,
55,1498556320221,55,'333234315D358019','000000000806042f',,,,-12,-126,,,,,,
55,1498556320237,55,'333234315D358019','0000000008060504',,,,-7.2,-120,,,,,,
55,1498556320332,55,'333234315D358019','0000000008060739',,,,0.5,-114,,,,,,
55,1498556320458,55,'333234315D358019','00000000080e00e5',,,,-6.5,-120,,,,,,
82,1498556320508,82,'3238353550348101','00000000080e0022',,,,-7.2,-124,,,,,,
82,1498556320592,82,'3238353550348101','000000000806070e',,,,-9.5,-123,,,,,,
55,1498556320818,55,'333234315D358019','0000000008060613',,,,-8.2,-125,,,,,,
82,1498556320869,82,'3238353550348101','00000000080e00a3',,,,-12.8,-128,,,,,,
56,1498556323320,56,'333234315D358019','000000000806042f',,,,-12.5,-123,,,,,,
56,1498556323321,56,'333234315D358019','0000000008060504',,,,1,-111,,,,,,
56,1498556323431,56,'333234315D358019','0000000008060739',,,,5.2,-112,,,,,,
56,1498556323446,56,'333234315D358019','7076fffffe01784d',,-219,7Gp9QgIWorDoJVXgMpQwQQ==,-15,-120,0,-15,-105,-121,0,0
56,1498556323535,56,'333234315D358019','00000000080e00e5',,,,-6.2,-121,,,,,,
83,1498556323558,83,'3238353550348101','0000000008060504',,,,-12.5,-124,,,,,,
83,1498556323571,83,'3238353550348101','000000000806042f',,,,-10.2,-123,,,,,,
83,1498556323649,83,'3238353550348101','0000000008060739',,,,-5.2,-120,,,,,,
83,1498556323877,83,'3238353550348101','00000000080e00e5',,,,-6.2,-119,,,,,,
56,1498556323886,56,'333234315D358019','0000000008060613',,,,-6.5,-124,,,,,,
56,1498556324183,56,'333234315D358019','00000000080e0022',,,,-9.5,-126,,,,,,
83,1498556324199,83,'3238353550348101','00000000080e0022',,,,-6.2,-122,,,,,,
83,1498556324207,83,'3238353550348101','00000000080e00a3',,,,-12.5,-126,,,,,,
83,1498556324210,83,'3238353550348101','000000000806070e',,,,-9.8,-123,,,,,,
57,1498556326470,57,'333234315D358019','0000000008060504',,,,-3.8,-112,,,,,,
84,1498556327643,84,'3238353550348101','000000000806042f',,,,-12,-125,,,,,,
84,1498556327644,84,'3238353550348101','0000000008060504',,,,-9.5,-119,,,,,,
84,1498556327767,84,'3238353550348101','7076fffffe017776',,-540,nx5LgrHjpeoOC73XU0mMhg==,-13,-121,0,-13,-108,-122,0,0
84,1498556327801,84,'3238353550348101','7076fffffe01784d',,307,AS7VPWiOi25k/Xjc6mUyIw==,-11,-116,0,-11,-105,-117,0,0
84,1498556327822,84,'3238353550348101','00000000080e0022',,,,-8.8,-124,,,,,,
84,1498556327918,84,'3238353550348101','00000000080e00e5',,,,-7.8,-123,,,,,,
84,1498556328264,84,'3238353550348101','0000000008060613',,,,-12.5,-129,,,,,,
84,1498556328516,84,'3238353550348101','000000000806070e',,,,-11,-124,,,,,,
58,1498556329701,58,'333234315D358019','00000000080e0022',,,,-10.8,-128,,,,,,
58,1498556329751,58,'333234315D358019','0000000008060739',,,,-4.5,-116,,,,,,
58,1498556330414,58,'333234315D358019','0000000008060613',,,,-10.8,-124,,,,,,
85,1498556331731,85,'3238353550348101','0000000008060504',,,,-12.2,-120,,,,,,
85,1498556331731,85,'3238353550348101','000000000806042f',,,,-10,-123,,,,,,
85,1498556331821,85,'3238353550348101','00000000080e0022',,,,-6,-125,,,,,,
85,1498556331829,85,'3238353550348101','0000000008060739',,,,-0.2,-112,,,,,,
85,1498556331857,85,'3238353550348101','7076fffffe01787f',,-1267,tU9ZySNovF+rrAr7NQckLw==,-14,-123,0,-14,-109,-123,0,0
85,1498556331884,85,'3238353550348101','7076fffffe017776',,761,xJ68ipDk1lOsibyDngUcBg==,-12,-120,0,-12,-108,-121,0,0
85,1498556332036,85,'3238353550348101','00000000080e00e5',,,,-4.8,-118,,,,,,
59,1498556332760,59,'333234315D358019','0000000008060504',,,,-5.2,-117,,,,,,
59,1498556332851,59,'333234315D358019','0000000008060739',,,,5,-112,,,,,,
59,1498556332949,59,'333234315D358019','7076fffffe01784d',,-649,oAIC09U/ZH0ozAMcoeamvw==,-15,-117,0,-15,-102,-117,0,0
59,1498556332998,59,'333234315D358019','00000000080e00e5',,,,-5.2,-120,,,,,,
60,1498556335799,60,'333234315D358019','0000000008060504',,,,-5.8,-112,,,,,,
86,1498556335817,86,'3238353550348101','000000000806042f',,,,-8,-121,,,,,,
86,1498556335892,86,'3238353550348101','0000000008060504',,,,-10.8,-119,,,,,,
86,1498556335921,86,'3238353550348101','00000000080e0022',,,,-5.2,-124,,,,,,
86,1498556335953,86,'3238353550348101','7076fffffe01787f',,-1307,yODkWXvFlAgj7tW/esWF6Q==,-13,-121,0,-13,-108,-123,0,0
86,1498556335954,86,'3238353550348101','7076fffffe017776',,-134,+Nxw4l/Pa9TJ3y+9WdE05g==,-12,-120,0,-12,-108,-121,0,0
60,1498556336358,60,'333234315D358019','0000000008060613',,,,-11.2,-122,,,,,,
86,1498556336393,86,'3238353550348101','00000000080e00e5',,,,-3.8,-118,,,,,,
60,1498556336450,60,'333234315D358019','0000000008060739',,,,-6.2,-115,,,,,,
86,1498556336493,86,'3238353550348101','0000000008060739',,,,-1.5,-114,,,,,,
61,1498556338866,61,'333234315D358019','0000000008060504',,,,-5.2,-113,,,,,,
87,1498556340479,87,'3238353550348101','000000000806042f',,,,-10,-123,,,,,,
87,1498556340582,87,'3238353550348101','00000000080e0022',,,,-9.5,-126,,,,,,
87,1498556340632,87,'3238353550348101','0000000008060739',,,,1.2,-113,,,,,,
87,1498556340738,87,'3238353550348101','00000000080e00e5',,,,-6,-121,,,,,,
87,1498556341135,87,'3238353550348101','00000000080e00a3',,,,-13,-127,,,,,,
87,1498556341234,87,'3238353550348101','000000000806070e',,,,-10,-123,,,,,,
62,1498556342034,62,'333234315D358019','7076fffffe017776',,211,WHXVEam/6btqFF22eSGz2A==,-14,-121,0,-14,-107,-122,0,0
62,1498556342051,62,'333234315D358019','0000000008060739',,,,-3.2,-115,,,,,,
62,1498556342061,62,'333234315D358019','00000000080e0022',,,,-11,-126,,,,,,
62,1498556342218,62,'333234315D358019','00000000080e00e5',,,,-7.2,-119,,,,,,
62,1498556342692,62,'333234315D358019','0000000008060613',,,,-8,-112,,,,,,
88,1498556343636,88,'3238353550348101','0000000008060504',,,,-2,-111,,,,,,
88,1498556343737,88,'3238353550348101','0000000008060739',,,,-9.5,-118,,,,,,
88,1498556343742,88,'3238353550348101','00000000080e0022',,,,-7.5,-123,,,,,,
63,1498556344975,63,'333234315D358019','000000000806042f',,,,-9.2,-124,,,,,,
63,1498556344978,63,'333234315D358019','0000000008060504',,,,-3.5,-117,,,,,,
63,1498556345072,63,'333234315D358019','0000000008060739',,,,3.5,-109,,,,,,
63,1498556345124,63,'333234315D358019','7076fffffe01784d',,9,3dDTetRs00cCR2e96xoc/A==,-12,-113,0,-12,-101,-114,0,0
63,1498556345218,63,'333234315D358019','00000000080e00e5',,,,-3.5,-118,,,,,,
63,1498556345531,63,'333234315D358019','0000000008060613',,,,-13.8,-128,,,,,,
89,1498556347175,89,'3238353550348101','000000000806042f',,,,-8.5,-122,,,,,,
89,1498556347184,89,'3238353550348101','0000000008060504',,,,-8.5,-118,,,,,,
89,1498556347273,89,'3238353550348101','0000000008060739',,,,-1,-112,,,,,,
89,1498556347283,89,'3238353550348101','00000000080e0022',,,,-8,-125,,,,,,
